ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
01,Alabama,AL,01021,Chilton,01021,"Chilton County, Alabama",692.83642307117,44147,0,19897,60,17140,358,12061,1211,1153,324,3169,482,5485,686,5145,804,7318,69,10560,27,8873,736,1093,309,719,328,8864,620,184,123,6453,551,455,174,662,212,429,134,27.7,2.8,6.1,1.7,18.5,2.8,18.2,2.3,11.7,1.8,16.6,0.2,23.9,0.1,20.3,1.7,6.4,1.8,1.7,0.8,20.1,1.4,0.9,0.6,32.4,2.8,2.7,1.0,3.9,1.2,1.0,0.3,0.3788,0.5606,0.1667,0.697,0.8636,2.6667,0.5758,0.2273,0.9242,0.6667,0.3939,0.9091,3.1212,0.9394,0.2727,0.2727,0.2727,0.197,0.8939,0.8788,0.1061,0.0909,2.1667,0.3485,8.2273,0.6061,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,35796,8385,844,4268,420,3423,0,195,55,11,36,0,26,797,411,170,170,19.2,0.1,9.7,1.0,7.8,0.0,0.4,0.1,0.0,0.1,0.0,0.1,1.8,0.9,0.4,0.4
01,Alabama,AL,01023,Choctaw,01023,"Choctaw County, Alabama",913.478753074262,12755,0,7410,42,5330,255,3749,461,306,154,814,177,1603,220,1273,333,2948,0,2548,0,3263,345,427,128,25,81,5555,121,56,31,2480,311,52,46,366,126,171,61,29.9,3.7,6.5,3.3,15.3,3.2,17.3,2.4,10.1,2.6,23.1,0.0,20.0,0.0,25.8,2.7,8.0,2.4,0.2,0.7,43.6,0.9,0.8,0.4,33.5,4.2,1.0,0.9,6.9,2.3,1.3,0.5,0.5606,0.6212,0.0152,0.5909,0.5455,2.3334,0.4091,0.9848,0.1061,0.9697,0.7273,0.197,2.9849,0.8636,0.6818,0.6818,0.6818,0.1364,0.9091,0.1515,0.6061,0.2879,2.091,0.303,8.0911,0.5758,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,11450,3623,510,5393,79,69,63,25,32,7,10,0,19,61,53,0,0,28.8,0.1,42.3,0.6,0.5,0.5,0.2,0.3,0.1,0.1,0.0,0.3,0.5,0.4,0.0,0.3
01,Alabama,AL,01025,Clarke,01025,"Clarke County, Alabama",1238.419881592772,23866,0,12813,63,9323,439,8251,715,1075,254,2042,321,2904,394,2275,341,4745,11,5162,27,4551,439,756,196,22,86,11395,236,154,96,3392,341,177,83,820,203,357,149,35.2,3.0,11.6,2.5,21.9,3.3,17.4,2.4,9.6,1.5,19.9,0.1,21.6,0.1,19.3,1.8,8.1,2.1,0.1,0.4,47.7,1.0,1.2,0.7,26.5,2.7,1.9,0.9,8.8,2.1,1.5,0.6,0.7879,0.9545,0.5909,0.6061,0.4848,3.4242,0.8485,0.6667,0.4394,0.5909,0.7576,0.0909,2.5455,0.5303,0.7576,0.7576,0.7576,0.3485,0.7273,0.6515,0.803,0.4242,2.9545,0.7879,9.6818,0.8182,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24116,7325,865,10909,151,140,124,109,27,18,27,0,23,172,107,47,47,31.2,0.2,45.7,0.6,0.6,0.5,0.5,0.1,0.1,0.1,0.0,0.1,0.7,0.4,0.2,0.3
01,Alabama,AL,01027,Clay,01027,"Clay County, Alabama",603.962148489452,13285,0,6832,33,5153,269,3685,684,305,156,863,196,1756,326,1108,288,2706,58,2735,0,2499,345,481,163,9,77,2602,136,32,33,1514,220,59,63,287,102,236,62,28.3,5.3,5.4,2.7,16.7,3.7,18.7,3.4,8.5,2.2,20.4,0.4,20.6,0.0,19.2,2.7,9.3,3.1,0.1,0.6,19.6,1.0,0.5,0.5,22.2,3.2,1.1,1.2,5.6,1.9,1.8,0.5,0.4697,0.4242,0.0606,0.7576,0.2273,1.9394,0.3182,0.7576,0.1515,0.5758,0.8636,0.0909,2.4394,0.4545,0.2424,0.2424,0.2424,0.0758,0.4848,0.2121,0.3939,0.5606,1.7272,0.0758,6.3484,0.2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11233,2805,519,2035,94,410,0,33,37,0,19,0,19,119,86,5,5,21.5,0.1,15.3,0.7,3.1,0.0,0.2,0.3,0.0,0.3,0.0,0.3,0.9,0.6,0.0,0.1
01,Alabama,AL,01029,Cleburne,01029,"Cleburne County, Alabama",560.105218836206,14952,0,6859,44,5835,194,4017,574,198,112,1068,219,1877,260,1791,306,3074,101,3370,35,3029,322,220,96,81,81,1107,106,22,38,1991,265,80,48,354,136,175,94,27.3,3.9,3.3,1.9,18.3,3.7,17.8,2.5,12.2,2.1,20.6,0.7,22.5,0.2,20.6,2.2,3.8,1.6,0.6,0.6,7.4,0.7,0.3,0.6,29.0,3.9,1.4,0.8,6.1,2.3,1.2,0.6,0.3333,0.0303,0.1515,0.6515,0.9545,2.1211,0.3788,0.7879,0.6818,0.697,0.0303,0.5,2.697,0.7121,0.0152,0.0152,0.0152,0.0455,0.7879,0.4545,0.4848,0.2273,2.0,0.2121,6.8333,0.2879,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11257,3327,525,394,67,380,0,1,6,21,28,0,19,297,71,14,14,22.5,0.1,2.6,0.4,2.5,0.0,0.0,0.1,0.1,0.2,0.0,0.2,2.0,0.5,0.1,0.2
01,Alabama,AL,01031,Coffee,01031,"Coffee County, Alabama",678.985821932656,52238,0,23313,95,19951,457,12810,1011,1266,307,3903,440,5158,449,5331,580,8860,89,12352,0,8902,478,1785,305,555,184,15870,638,282,136,3227,258,444,157,1046,210,600,131,24.9,2.0,5.5,1.3,19.6,2.2,14.4,1.2,10.6,1.2,17.0,0.2,23.6,0.0,17.6,1.0,8.9,1.5,1.1,0.4,30.4,1.2,1.2,0.6,13.8,1.1,2.2,0.8,5.2,1.0,1.1,0.3,0.1818,0.4545,0.3182,0.2576,0.697,1.9091,0.2727,0.2727,0.8788,0.3636,0.8333,0.7424,3.0908,0.9242,0.4848,0.4848,0.4848,0.3485,0.2273,0.8182,0.3485,0.1667,1.9092,0.197,7.3939,0.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49326,6856,746,8538,305,4011,0,842,287,468,113,0,29,1969,464,42,42,13.3,0.0,16.3,0.6,7.7,0.0,1.6,0.6,0.9,0.2,0.0,0.1,3.8,0.9,0.1,0.1
01,Alabama,AL,01033,Colbert,01033,"Colbert County, Alabama",592.95316193154,54957,0,26727,59,21797,514,12779,1162,979,250,5033,507,5590,627,3723,480,10900,69,11500,80,9577,681,1326,273,377,197,12081,499,629,201,2394,403,105,47,1064,212,444,131,23.5,2.1,4.0,1.0,23.1,2.3,14.3,1.6,6.8,0.9,19.8,0.1,20.9,0.1,17.6,1.2,6.1,1.2,0.7,0.4,22.0,0.9,2.4,0.8,9.0,1.5,0.5,0.2,4.9,0.9,0.8,0.2,0.1212,0.1515,0.6818,0.2424,0.0303,1.2272,0.1061,0.6364,0.2424,0.3636,0.3333,0.5758,2.1515,0.2879,0.2879,0.2879,0.2879,0.5758,0.0909,0.0606,0.2273,0.0303,0.9849,0.0,4.6515,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59236,11981,1238,8817,297,1591,0,282,56,299,144,57,48,1003,366,32,32,22.0,0.1,16.0,0.5,2.9,0.0,0.5,0.1,0.5,0.3,0.1,0.1,1.8,0.7,0.1,0.1
01,Alabama,AL,01035,Conecuh,01035,"Conecuh County, Alabama",850.278991989168,12219,0,7203,27,4585,297,4249,650,339,136,651,164,1328,278,1263,326,2771,0,2547,0,2773,434,313,139,0,76,6102,187,55,55,2179,310,20,38,437,220,43,57,34.9,5.3,7.9,3.0,14.2,3.5,15.0,3.2,10.4,2.7,22.7,0.0,20.8,0.0,22.8,3.6,6.8,3.0,0.0,0.6,49.9,1.5,0.8,0.8,30.3,4.3,0.4,0.8,9.5,4.6,0.4,0.5,0.7727,0.7727,0.0,0.3939,0.6667,2.606,0.5303,0.9545,0.1818,0.803,0.5,0.0,2.4393,0.4394,0.7879,0.7879,0.7879,0.1364,0.8333,0.0303,0.8636,0.0,1.8636,0.1515,7.6968,0.4545,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11437,3874,652,5872,129,59,99,70,59,20,25,0,19,81,63,0,0,31.8,0.2,48.1,1.1,0.5,0.8,0.6,0.5,0.2,0.2,0.0,0.3,0.7,0.5,0.0,0.3
01,Alabama,AL,01037,Coosa,01037,"Coosa County, Alabama",650.908884108226,10696,0,6615,48,4016,203,2478,538,109,64,696,207,1394,233,713,225,2497,0,1763,0,2430,306,148,96,40,96,3772,209,32,38,2069,248,121,78,90,50,391,111,24.1,5.2,2.6,1.5,17.3,5.1,16.8,2.8,6.9,2.2,23.3,0.0,16.5,0.0,23.6,3.0,3.7,2.4,0.4,0.9,35.3,2.0,0.5,0.6,31.3,3.7,3.0,1.9,2.2,1.2,3.7,1.0,0.1515,0.0,0.1212,0.5152,0.0455,0.8334,0.0152,1.0,0.0,0.8485,0.0152,0.3182,2.1819,0.303,0.5909,0.5909,0.5909,0.0758,0.8636,0.9091,0.0,0.8182,2.6667,0.6818,6.2729,0.197,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,7134,2165,483,3451,128,137,114,0,19,23,36,0,19,93,52,68,68,21.0,0.2,32.3,1.2,1.3,1.1,0.0,0.3,0.2,0.3,0.0,0.3,0.9,0.5,0.6,0.9
01,Alabama,AL,01039,Covington,01039,"Covington County, Alabama",1030.570229773276,37096,0,19073,133,14995,400,10202,805,1242,219,2980,347,3864,347,3926,462,7857,66,8068,41,7396,401,975,216,51,107,6261,211,187,85,4103,345,319,100,913,244,717,228,28.1,2.2,7.7,1.3,19.9,2.3,14.7,1.3,10.7,1.3,21.2,0.2,21.7,0.1,20.2,1.1,6.5,1.4,0.1,0.3,16.9,0.6,1.0,0.4,21.5,1.8,2.1,0.7,6.1,1.6,1.9,0.6,0.4242,0.7576,0.3636,0.2879,0.7121,2.5454,0.5152,0.8485,0.4697,0.6364,0.4091,0.0909,2.4546,0.4697,0.197,0.197,0.197,0.2424,0.4545,0.803,0.4848,0.6061,2.5908,0.6212,7.7878,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35179,6594,728,4674,132,657,0,190,20,78,58,32,44,621,146,9,9,18.1,0.1,12.6,0.4,1.8,0.0,0.5,0.1,0.2,0.2,0.1,0.1,1.7,0.4,0.0,0.1
01,Alabama,AL,01041,Crenshaw,01041,"Crenshaw County, Alabama",608.864615699826,13826,0,6834,56,5011,209,3679,467,237,83,965,167,2051,248,1099,202,2664,83,3084,72,3060,349,326,97,56,83,4052,214,39,23,1881,198,53,32,365,104,189,117,27.1,3.4,4.0,1.4,19.3,3.2,21.2,2.5,8.1,1.5,19.3,0.6,22.3,0.5,22.5,2.5,6.5,1.9,0.4,0.6,29.3,1.5,0.6,0.3,27.5,2.9,1.1,0.6,7.3,2.0,1.4,0.8,0.3182,0.1515,0.2576,0.9091,0.1364,1.7728,0.2121,0.5303,0.5758,0.7727,0.4091,0.3182,2.6061,0.6212,0.4697,0.4697,0.4697,0.1061,0.7576,0.2121,0.6364,0.3485,2.0607,0.2879,6.9093,0.3182,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10940,3723,424,3173,141,305,0,183,7,90,50,8,12,293,152,0,0,27.3,0.2,22.9,1.0,2.2,0.0,1.3,0.1,0.7,0.4,0.1,0.1,2.1,1.1,0.0,0.3
01,Alabama,AL,01043,Cullman,01043,"Cullman County, Alabama",734.737747638824,83345,0,38056,112,31733,507,17853,1437,1866,375,6186,574,10302,855,9569,857,15341,113,18707,59,15530,854,1813,347,501,227,7182,507,1066,269,8513,605,616,186,951,236,1242,255,21.8,1.7,5.0,1.0,19.5,1.8,17.7,1.5,11.6,1.0,18.4,0.1,22.4,0.1,18.8,1.0,5.7,1.1,0.6,0.3,8.6,0.6,2.8,0.7,22.4,1.6,1.9,0.6,3.0,0.7,1.5,0.3,0.0909,0.3333,0.2879,0.6364,0.8485,2.197,0.3939,0.4545,0.6364,0.5455,0.2273,0.5,2.3637,0.4091,0.0303,0.0303,0.0303,0.6212,0.5152,0.6515,0.0303,0.4242,2.2424,0.3939,6.8334,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79137,13175,1221,942,131,3676,0,304,105,210,151,0,29,2028,453,22,22,16.0,0.1,1.1,0.2,4.4,0.0,0.4,0.1,0.3,0.2,0.0,0.1,2.4,0.5,0.0,0.1
01,Alabama,AL,01045,Dale,01045,"Dale County, Alabama",561.112834244932,49293,0,23151,111,19405,433,14570,1087,1714,297,4668,408,4923,502,4990,563,8331,153,11329,76,9791,542,1512,292,390,186,15695,339,254,94,4677,397,171,81,980,261,1428,262,30.5,2.3,9.0,1.6,24.1,2.0,14.7,1.5,10.8,1.2,16.9,0.3,23.0,0.2,21.2,1.2,7.8,1.5,0.8,0.4,31.8,0.7,1.1,0.4,20.2,1.7,0.9,0.4,5.1,1.3,2.9,0.5,0.5758,0.8333,0.7424,0.2879,0.7424,3.1818,0.7727,0.2576,0.7576,0.7273,0.6818,0.6364,3.0607,0.9091,0.5303,0.5303,0.5303,0.2879,0.3939,0.1364,0.2879,0.7576,1.8637,0.1667,8.6365,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47688,7701,916,9955,180,3285,0,614,106,285,87,0,26,1409,205,147,147,16.1,0.1,20.2,0.4,6.7,0.0,1.2,0.2,0.6,0.2,0.0,0.1,2.9,0.4,0.3,0.3
01,Alabama,AL,01047,Dallas,01047,"Dallas County, Alabama",978.737530488016,38184,0,20427,68,15409,422,15509,1209,1615,320,4459,566,4111,546,3873,577,6868,31,9214,40,6820,550,1522,230,89,100,27850,162,372,136,3942,417,190,86,2081,401,565,135,41.3,3.2,10.4,2.0,28.9,3.6,16.1,2.1,10.2,1.5,18.0,0.1,24.1,0.1,18.0,1.5,9.9,1.5,0.2,0.3,72.9,0.4,1.8,0.7,19.3,2.1,1.2,0.6,13.5,2.6,1.5,0.4,0.9091,0.8788,0.9242,0.4394,0.6212,3.7727,0.9242,0.3788,0.9394,0.4545,0.9091,0.197,2.8788,0.7879,0.9091,0.9091,0.9091,0.5455,0.3788,0.2879,0.9697,0.4242,2.6061,0.6515,10.1667,0.8788,1,0,1,0,0,2,0,1,0,1,0,2,1,1,0,0,0,1,0,1,6,35784,8688,954,27253,94,108,74,250,3,48,67,5,12,185,87,1,1,23.1,0.1,71.4,0.2,0.3,0.2,0.7,0.1,0.1,0.2,0.0,0.1,0.5,0.2,0.0,0.1
01,Alabama,AL,01049,DeKalb,01049,"DeKalb County, Alabama",777.076708398724,71430,0,31424,109,26365,479,24968,1437,1406,340,5396,558,10615,809,9683,1000,12124,174,17366,38,9432,697,1501,290,2191,417,14106,407,353,136,7219,575,779,246,1306,305,986,246,35.4,2.0,4.5,1.1,20.5,2.1,22.0,1.7,13.7,1.4,17.0,0.2,24.3,0.1,13.4,1.0,5.7,1.1,3.3,0.6,19.7,0.6,1.1,0.4,23.0,1.8,3.0,0.9,5.0,1.1,1.4,0.3,0.803,0.2273,0.4242,0.9697,0.9848,3.409,0.8333,0.2727,0.9697,0.0909,0.2273,0.9697,2.5303,0.4848,0.2576,0.2576,0.2576,0.2879,0.5455,0.9091,0.2424,0.3485,2.3334,0.4394,8.5303,0.6818,0,0,0,1,1,2,0,1,0,0,1,2,0,0,0,0,1,0,0,1,5,63011,11491,1343,1089,103,10530,0,52,51,752,251,92,67,1402,269,189,189,16.3,0.1,1.5,0.1,14.7,0.0,0.1,0.1,1.1,0.4,0.1,0.1,2.0,0.4,0.3,0.2
01,Alabama,AL,01051,Elmore,01051,"Elmore County, Alabama",618.51444059191,81526,0,34332,226,29794,557,13805,1471,1481,328,6516,701,7213,680,5597,737,12641,143,18171,69,11922,810,1866,415,636,289,21915,497,978,319,5160,562,390,182,1385,284,4568,588,18.0,1.9,4.1,0.9,21.9,2.3,12.7,1.2,7.3,1.0,15.5,0.2,22.3,0.1,15.6,1.0,6.3,1.4,0.8,0.4,26.9,0.6,2.8,0.9,15.0,1.7,1.3,0.6,4.6,0.9,5.6,0.7,0.0303,0.1818,0.5909,0.1364,0.0758,1.0152,0.0303,0.1364,0.5758,0.2273,0.3788,0.6364,1.9547,0.1667,0.4394,0.4394,0.4394,0.6212,0.2727,0.3485,0.197,0.8939,2.3333,0.4091,5.7426,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65932,9554,1420,17112,262,2427,0,740,129,241,108,0,29,1250,310,145,145,12.4,0.1,21.0,0.3,3.0,0.0,0.9,0.2,0.3,0.1,0.0,0.1,1.5,0.4,0.2,0.3
01,Alabama,AL,01053,Escambia,01053,"Escambia County, Alabama",945.407488852422,36775,0,16618,398,12931,629,12592,1052,1405,311,2751,361,5050,561,3987,565,6642,82,8239,0,6305,634,953,217,161,144,14684,295,143,75,2971,371,163,94,836,224,3035,1035,37.3,2.9,10.1,2.1,21.3,2.6,19.6,2.2,11.8,1.6,18.1,0.2,22.4,0.0,18.7,1.6,7.4,1.6,0.5,0.4,39.9,0.8,0.9,0.5,17.9,2.2,1.3,0.7,6.5,1.7,8.3,2.8,0.8485,0.8636,0.5152,0.8788,0.9091,4.0152,0.9545,0.4242,0.6364,0.5303,0.6061,0.4091,2.6061,0.6212,0.6515,0.6515,0.6515,0.197,0.3182,0.3485,0.5455,0.9394,2.3486,0.4545,9.6214,0.803,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,35159,9709,1601,11751,180,888,0,103,127,1391,91,43,59,442,146,66,66,28.8,0.9,32.0,0.5,2.4,0.0,0.3,0.3,3.8,0.2,0.1,0.2,1.2,0.4,0.2,0.2
01,Alabama,AL,01055,Etowah,01055,"Etowah County, Alabama",535.10523673054,102721,0,47805,111,38765,578,26737,1312,2601,369,8184,578,10591,768,11688,953,19538,103,22106,0,18253,1105,2893,346,937,312,23024,393,1535,301,5097,518,467,138,2234,337,1308,273,26.4,1.3,5.7,0.8,21.1,1.5,14.7,1.1,11.5,0.9,19.0,0.1,21.5,0.0,17.9,1.1,7.5,0.9,1.0,0.3,22.4,0.4,3.2,0.6,10.7,1.1,1.2,0.4,5.8,0.9,1.3,0.3,0.2879,0.5303,0.4848,0.2879,0.8333,2.4242,0.4394,0.5,0.3939,0.4242,0.6364,0.7273,2.6818,0.6818,0.303,0.303,0.303,0.6818,0.1364,0.2879,0.4545,0.2879,1.8485,0.1364,7.2575,0.3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99450,16295,1413,16056,214,4187,0,808,88,337,138,3,5,1561,279,72,72,16.1,0.0,15.6,0.2,4.1,0.0,0.8,0.1,0.3,0.1,0.0,0.1,1.5,0.3,0.1,0.1
01,Alabama,AL,01057,Fayette,01057,"Fayette County, Alabama",627.683416755908,16406,0,8493,61,6805,271,5274,605,555,153,1544,261,1829,302,1316,307,3427,62,3471,11,3994,360,350,129,0,76,2585,271,200,89,1576,225,47,36,545,139,311,86,32.7,3.8,8.0,2.1,22.7,3.7,15.8,2.6,8.1,1.9,20.9,0.4,21.2,0.1,24.6,2.2,5.1,1.9,0.0,0.5,15.8,1.7,2.4,1.0,18.6,2.6,0.7,0.5,8.0,2.0,1.9,0.5,0.7121,0.7879,0.6515,0.4091,0.1364,2.697,0.5909,0.8333,0.3182,0.8939,0.1515,0.0,2.1969,0.3333,0.1515,0.1515,0.1515,0.5758,0.3485,0.0758,0.7576,0.6061,2.3638,0.4848,7.4092,0.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14064,3585,557,2003,193,89,83,108,76,0,19,4,14,380,153,1,1,22.3,0.1,12.2,1.2,0.5,0.5,0.7,0.5,0.0,0.2,0.0,0.1,2.3,0.9,0.0,0.1
01,Alabama,AL,01059,Franklin,01059,"Franklin County, Alabama",633.9199115502159,31587,0,14082,41,11017,380,10362,1161,662,194,1890,315,4493,494,3659,579,5221,138,7885,103,4148,526,757,220,1705,543,7475,356,392,154,2073,304,320,124,625,180,212,80,33.3,3.7,4.8,1.4,17.2,2.8,21.3,2.3,11.7,1.8,16.5,0.4,25.0,0.3,13.2,1.7,6.9,2.0,5.8,1.9,23.7,1.1,2.8,1.1,14.7,2.2,2.9,1.1,5.7,1.6,0.7,0.3,0.7424,0.2879,0.0758,0.9242,0.8636,2.8939,0.6818,0.2121,0.9848,0.0758,0.5303,1.0,2.803,0.7727,0.3485,0.3485,0.3485,0.6212,0.2576,0.8939,0.4394,0.0152,2.2273,0.3788,8.2727,0.6364,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,29408,9286,1165,1204,232,5584,0,273,229,69,90,6,12,332,109,7,7,29.6,0.1,3.8,0.7,17.7,0.0,0.9,0.7,0.2,0.3,0.0,0.1,1.1,0.3,0.0,0.1
01,Alabama,AL,01061,Geneva,01061,"Geneva County, Alabama",574.484421412064,26383,0,12901,39,10572,378,8849,985,405,122,2015,349,3399,467,3063,433,5365,96,5795,0,6417,668,564,168,118,114,4428,283,37,54,3242,331,133,66,707,250,240,71,33.9,3.8,3.7,1.1,19.1,3.2,18.2,2.5,11.7,1.7,20.3,0.4,22.0,0.0,24.6,2.5,5.3,1.6,0.5,0.5,16.8,1.1,0.3,0.4,25.1,2.6,1.3,0.6,6.7,2.3,0.9,0.3,0.7576,0.0758,0.2273,0.697,0.8636,2.6213,0.5455,0.7424,0.5303,0.8939,0.1667,0.4091,2.7424,0.7424,0.1818,0.1818,0.1818,0.0455,0.6212,0.3485,0.5909,0.0758,1.6819,0.0606,7.2274,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20085,5543,675,2581,159,1075,0,42,52,296,54,10,12,329,166,95,95,21.2,0.1,9.8,0.6,4.1,0.0,0.2,0.2,1.1,0.2,0.0,0.1,1.2,0.6,0.4,0.6
01,Alabama,AL,01063,Greene,01063,"Greene County, Alabama",647.022803771814,8221,0,5131,23,3178,229,4166,452,348,137,805,195,1100,252,1354,402,1834,0,1766,66,1757,274,154,95,10,69,6803,408,166,83,1986,253,62,55,522,189,107,33,51.2,5.5,12.7,5.1,25.3,5.9,19.1,4.4,16.6,4.9,22.3,0.0,21.5,0.8,21.5,3.4,4.8,3.0,0.1,0.9,82.8,5.0,3.2,1.6,38.7,4.9,2.0,1.7,16.4,6.3,1.3,0.4,0.9848,0.9697,0.8182,0.803,1.0,4.5757,1.0,0.9242,0.3939,0.7424,0.0909,0.0909,2.2423,0.3636,0.9848,0.9848,0.9848,0.6818,0.9697,0.7424,1.0,0.2879,3.6818,0.9697,11.4846,0.9848,1,1,0,0,1,3,1,0,0,0,0,1,1,1,0,1,0,1,0,2,7,6719,3201,631,6484,305,221,255,0,17,38,64,0,17,60,64,0,0,39.5,0.2,78.9,3.7,2.7,3.1,0.0,0.4,0.5,0.8,0.0,0.4,0.7,0.8,0.0,0.4
